TF.ID,Target.ID,TF.alias,Target.alias,Activate/Repress,Reference,Note
AT3G20770,AT1G62380,EIN3,ATACO2,A,17011517,
AT3G20770,AT1G74710,EIN3,EDS16,R,"20097792, 19717619",
AT3G20770,AT2G19590,EIN3,ATACO1,A,17011517,
AT3G20770,AT2G25490,EIN3,EBF1,A,"18466304, 17085683",
AT3G20770,AT3G12500,EIN3,ATHCHIB,A,17965144,
AT3G20770,AT3G23240,EIN3,ERF1,A,"16682641, 12606727, 15208412, 11359609, 18466304, 9843677, 9851977, 18212030, 12045274, 12509529, 10648789",
AT3G20770,AT4G27440,EIN3,PORB,A,19948955,
AT3G20770,AT5G25350,EIN3,EBF2,A,18466304,
AT3G20770,AT5G44420,EIN3,PDF1.2,A,17965144,
AT3G20770,AT5G47220,EIN3,ERF2,A,16183832,
AT3G20770,AT5G47230,EIN3,ERF5,A,18273012,
AT3G20770,AT5G54190,EIN3,PORA,A,19948955,
AT3G22170,AT2G37678,FHY3,FHY1,A,"12753585, 18715961, 11711433, 19208901, 21097709, 18033885",
AT3G22170,AT2G40080,FHY3,ELF4,A,21499259,
AT3G22170,AT5G02200,FHY3,FHL,A,"16045472, 18715961, 19208901, 21097709, 18033885",
AT3G23130,AT1G23420,SUP,INO,R,"15131247, 10601041, 12183380, 14731261, 15299139",
AT3G23130,AT2G17950,SUP,WUS,R,18441215,
AT3G23130,AT3G54340,SUP,AP3,R,"16412084, 1352237, 20097792, 11935018, 11006335, 10929133",
AT3G23130,AT5G20240,SUP,PI,R,"7958839, 20097792, 11006335",
AT3G23250,AT4G25470,MYB15,CBF2,R,"19270185, 19270186",
AT3G23250,AT4G25480,MYB15,CBF3,R,"17416732, 19270185, 19270186, 19704769, 17015446",
AT3G23250,AT4G25490,MYB15,CBF1,R,"19270185, 19270186",
AT3G24650,AT1G03790,ABI3,SOM,A,21467583,
AT3G24650,AT1G45249,ABI3,ABF2,R,12857845,
AT3G24650,AT1G69180,ABI3,CRC,A,"11737778, 15695463",
AT3G24650,AT2G36270,ABI3,ABI5,A,"19622176, 12857845, 12410810, 18441225",
AT3G24650,AT2G40170,ABI3,GEA6,A,"14676287, 12000684, 10937696, 17461784",
AT3G24650,AT3G03450,ABI3,RGL2,A,16916886,
AT3G24650,AT3G06120,ABI3,MUTE,A,10652132,
AT3G24650,AT3G11410,ABI3,PP2CA,A,16339800,
AT3G24650,AT3G19290,ABI3,ABF4,R,12857845,
AT3G24650,AT3G22370,ABI3,AOX1A,A,19482916,
AT3G24650,AT3G24650,ABI3,ABI3,A,16731585,
AT3G24650,AT3G26790,ABI3,FUS3,A,16731585,
AT3G24650,AT3G51810,ABI3,EM1,A,"8631935, 14676287, 12000684, 19622176, 11457920, 10948227",
AT3G24650,AT4G16160,ABI3,OEP16-2,A,16709189,
AT3G24650,AT4G27140,ABI3,T24A18.90,A,10527428,
AT3G24650,AT4G27160,ABI3,AT2S3,A,"14597573, 18476867",
AT3G24650,AT4G34000,ABI3,ABF3,R,12857845,
AT3G24650,AT5G03840,ABI3,TFL1,A,17693531,
AT3G24650,AT5G52310,ABI3,LTI78,A,11169177,
AT3G24650,AT5G54070,ABI3,HSFA9,A,"18315542, 17220197, 19541597",
AT3G24650,AT5G56270,ABI3,WRKY2,A,19622176,
AT3G24650,AT5G65165,ABI3,SDH2-3,A,19261733,
AT3G24650,AT5G66400,ABI3,AT5G66400,A,11169177,
AT3G24650,AT5G67030,ABI3,ABA1,A,17693531,
AT3G25710,AT5G42800,BHLH32,DFR,R,17376028,
AT3G26744,AT2G42540,ICE1,COR15A,A,12672693,
AT3G26744,AT3G23250,ICE1,MYB15,R,"17416732, 19211694, 19704769, 17015446",
AT3G26744,AT3G61190,ICE1,BAP1,A,21098676,
AT3G26744,AT4G25470,ICE1,CBF2,A,12672693,
AT3G26744,AT4G25480,ICE1,CBF3,A,"21486303, 17416732, 16702557, 14673035, 12672693, 16214899, 17015446",
AT3G26744,AT4G25490,ICE1,CBF1,A,"16896234, 12672693",
AT3G26744,AT5G52310,ICE1,LTI78,A,12672693,
AT3G26744,AT5G53210,ICE1,SPCH,A,18641265,
AT3G26790,AT1G06180,FUS3,MYB13,R,9681014,
AT3G26790,AT1G15550,FUS3,GA3OX1,R,15363412,
AT3G26790,AT1G62290,FUS3,AT1G62290,A,15695450,
AT3G26790,AT1G69180,FUS3,CRC,A,"18508955, 15695463",
AT3G26790,AT1G80340,FUS3,GA3OX2,R,"15516508, 18422904",
AT3G26790,AT2G40170,FUS3,GEA6,A,12529517,
AT3G26790,AT2G41260,FUS3,M17,A,12529517,
AT3G26790,AT3G24650,FUS3,ABI3,A,"17208960, 145100641, 10634906, 16731585, 12529517, 9286105, 18476867",
AT3G26790,AT3G26790,FUS3,FUS3,A,"17208960, 16731585, 18476867",
AT3G26790,AT3G51810,FUS3,EM1,R,10948227,
AT3G26790,AT4G27160,FUS3,AT2S3,A,"18508955, 14597573, 18047557, 15695463",
AT3G26790,AT5G24520,FUS3,TTG1,R,"15516508, 18047557",
AT3G26790,AT5G65165,FUS3,SDH2-3,A,19261733,
AT3G26790,AT5G66400,FUS3,AT5G66400,A,12529517,
AT3G26790,AT5G67300,FUS3,MYBR1,A,18281415,
AT3G27785,AT1G21970,MYB118,LEC1,A,18695688,
AT3G27810,AT3G06490,MYB21,MYB108,A,19091873,
AT3G27810,AT3G22370,MYB21,AOX1A,A,11967090,
AT3G27920,AT1G01380,GL1,ETC1,A,"17885086, 18644155",
AT3G27920,AT1G79840,GL1,GL2,A,"9477315, 12974811, 19395683, 17885086, 15584952, 18948276",
AT3G27920,AT2G37260,GL1,TTG2,A,17766401,
AT3G27920,AT2G46410,GL1,CPC,A,"19136646, 18766177, 17885086, 18644155, 19772572",
AT3G27920,AT4G01060,GL1,ETC3,A,18644155,
AT3G27920,AT5G53200,GL1,TRY,A,"19136646, 9836744, 18766177, 18644155",
AT3G28470,AT5G56110,TDF1,AT5G56110,A,18397379,
AT3G28910,AT1G01120,MYB30,KCS1,A,19376931,
AT3G28910,AT1G02205,MYB30,CER1,A,18326828,
AT3G28910,AT1G04220,MYB30,KCS2,A,19376931,
AT3G28910,AT1G74710,MYB30,EDS16,A,16730712,
AT3G28910,AT2G26250,MYB30,KCS10,A,19376931,
AT3G28910,AT4G33790,MYB30,CER4,A,18326828,
AT3G44750,AT2G34710,HDA3,PHB,A,17293570,
AT3G44750,AT2G45190,HDA3,AFO,A,17293570,
AT3G44750,AT4G37870,HDA3,AT4G37870,R,21406501,
AT3G46640,AT1G01060,PCL1,LHY,A,"16164597, 16326927, 18296724, 16006522",
AT3G46640,AT1G22770,PCL1,GI,R,"16164597, 16326927, 18296724, 16006522",
AT3G46640,AT2G40080,PCL1,ELF4,R,16164597,
AT3G46640,AT2G46830,PCL1,CCA1,A,"16164597, 16326927, 18296724, 16006522",
AT3G46640,AT3G46640,PCL1,PCL1,R,"16164597, 16326927, 18296724, 16006522",
AT3G46640,AT5G61380,PCL1,TOC1,R,16164597,
AT3G48160,AT4G11920,DEL1,CCS52A2,R,"18787127, 19458112",
AT3G48430,AT5G10140,REF6,FLC,R,"18390846, 15377760",
AT3G48430,AT5G57560,REF6,TCH4,A,18467490,
AT3G49940,AT4G09820,LBD38,TT8,R,19933203,
AT3G50410,AT1G49620,OBP1,ICK5,A,18665917,
AT3G50410,AT2G02820,OBP1,MYB88,A,18665917,
AT3G50410,AT2G47730,OBP1,GSTF8,A,"9207153, 14617062, 10074718, 9011080",
AT3G51060,AT1G59500,STY1,GH3.4,A,19435933,
AT3G51060,AT2G23170,STY1,GH3.3,A,16740145,
AT3G51060,AT4G01500,STY1,NGA4,A,19435933,
AT3G51060,AT4G27260,STY1,WES1,A,19435933,
AT3G51060,AT4G37390,STY1,BRU6,A,"19435933, 16740145",
AT3G51060,AT5G11320,STY1,YUC4,A,"19435937, 18811619, 19435933, 16740145",
AT3G51060,AT5G54510,STY1,DFL1,A,19435933,
AT3G54220,AT1G03840,SCR,MGP,A,17785527,
AT3G54220,AT3G12280,SCR,RBR1,A,16377572,
AT3G54220,AT5G03150,SCR,JKD,A,17785527,
AT3G54320,AT2G40170,WRI1,GEA6,R,16632590,
AT3G54320,AT2G43360,WRI1,BIO2,A,19279196,
AT3G54320,AT3G22960,WRI1,PKP-ALPHA,A,17892448,
AT3G54320,AT3G24650,WRI1,ABI3,R,16632590,
AT3G54320,AT5G15530,WRI1,BCCP2,A,"19279196, 19719479",
AT3G54320,AT5G49190,WRI1,ATSUS2,A,17419836,
AT3G54320,AT5G52920,WRI1,PKP-BETA1,A,"17892448, 19719479",
AT3G54340,AT1G57990,AP3,PUP18,A,18417639,
AT3G54340,AT1G69120,AP3,AP1,R,"16640596, 18417639, 19033361",
AT3G54340,AT1G69180,AP3,CRC,A,"15598802, 14729915",
AT3G54340,AT1G69490,AP3,NAP,A,"9489703, 11041886, 18417639",
AT3G54340,AT2G15890,AP3,MEE14,A,18417639,
AT3G54340,AT2G29350,AP3,SAG13,A,18417639,
AT3G54340,AT3G23130,AP3,SUP,A,"9061945, 20409275, 11874573, 11006335",
AT3G54340,AT3G54340,AP3,AP3,A,"12121446, 11027713, 11923195, 16640596, 10607296, 7907276, 19033361",
AT3G54340,AT4G26150,AP3,GNL,R,18417639,
AT3G54340,AT4G29130,AP3,HXK1,A,18417639,
AT3G54340,AT4G30270,AP3,MERI5B,A,18417639,
AT3G54340,AT4G35770,AP3,AT4G35770,A,18417639,
AT3G54340,AT5G20240,AP3,PI,A,"11283333, 10769227, 15918886, 11526079, 19276203",
AT3G54340,AT5G26340,AP3,AtSTP13,A,18417639,
AT3G54340,AT5G56860,AP3,GNC,R,18417639,
AT3G54620,AT3G30775,BZIP25,ERD5,A,16810321,
AT3G55370,AT3G56970,OBP3,ORG2,A,12887587,
AT3G55370,AT3G56980,OBP3,ORG3,A,12887587,
AT3G55370,AT5G53450,OBP3,ORG1,A,12887587,
AT3G56400,AT1G19670,WRKY70,ATCLH1,R,16623907,
AT3G56400,AT1G75040,WRKY70,PR5,A,"18307823, 14742872",
AT3G56400,AT2G14560,WRKY70,LURP1,A,18346188,
AT3G56400,AT2G14610,WRKY70,PR1,A,"18713432, 14742872",
AT3G56400,AT2G18660,WRKY70,PNP-A,A,18307823,
AT3G56400,AT3G57260,WRKY70,BGL2,A,"18307823, 14742872",
AT3G56400,AT4G24240,WRKY70,WRKY7,R,16963526,
AT3G56400,AT5G44420,WRKY70,PDF1.2,R,"16813576, 16623907, 16183832, 18316638, 14742872",
AT3G58070,AT3G27920,GIS,GL1,A,"17704233, 16679458, 20622149",
AT3G58070,AT5G41315,GIS,GL3,A,16679458,
AT3G58780,AT4G00120,SHP1,IND,A,"19478073, 20409275",
AT3G58780,AT5G67110,SHP1,ALC,A,20409275,
AT3G59060,AT2G22810,PIL6,ACS4,A,18065691,
AT3G59060,AT4G37770,PIL6,ACS8,A,18065691,
AT3G59060,AT5G35840,PIL6,PHYC,R,18065691,
AT3G61850,AT1G15550,DAG1,GA3OX1,R,19874540,
AT3G61890,AT4G25420,ATHB-12,GA20OX1,R,20668225,
AT3G61910,AT1G16490,ANAC066,MYB58,A,19122102,
AT3G61910,AT1G28470,ANAC066,ANAC010,A,18952777,
AT3G61910,AT1G62990,ANAC066,KNAT7,A,18952777,
AT3G61910,AT1G79180,ANAC066,MYB63,A,19122102,
AT3G61910,AT5G12870,ANAC066,MYB46,A,"18952777, 17890373",
AT3G61910,AT5G56110,ANAC066,AT5G56110,A,18952777,
AT3G62420,AT3G30775,BZIP53,ERD5,A,16810321,
AT3G62420,AT5G65165,BZIP53,SDH2-3,A,19261733,
AT4G00120,AT3G57510,IND,ADPG1,A,19168715,
AT4G00120,AT4G36930,IND,SPT,A,20176890,
AT4G00120,ATMG00160,IND,cox2,R,11514566,
AT4G00180,AT1G62360,YAB3,BUM1,R,15208415,
AT4G00180,AT1G65620,YAB3,AS2,R,14508003,
AT4G00180,AT5G60910,YAB3,AGL8,A,"16192305, 19052256",
AT4G00220,AT1G23080,JLO,PIN7,R,17557810,
AT4G00220,AT1G62360,JLO,BUM1,A,17557810,
AT4G00220,AT1G70940,JLO,PIN3,R,"20852917, 17557810",
AT4G00220,AT1G73590,JLO,PIN1,R,"20852917, 17557810",
AT4G00220,AT2G01420,JLO,PIN4,R,17557810,
AT4G00220,AT2G37630,JLO,AS1,R,17557810,
AT4G00220,AT4G08150,JLO,KNAT1,A,17557810,
AT4G00220,AT4G34160,JLO,CYCD3;1,A,17557810,
AT4G00220,AT5G67260,JLO,CYCD3;2,A,17557810,
AT4G01250,AT2G19190,WRKY22,FRK1,A,15618416,
AT4G01250,AT4G23550,WRKY22,WRKY29,A,15618416,
AT4G01540,AT1G49620,NTM1,ICK5,A,17098812,
AT4G01540,AT4G34160,NTM1,CYCD3;1,A,17098812,
AT4G02560,AT2G45660,LD,AGL20,A,10995392,
AT4G02560,AT5G10140,LD,FLC,R,"16737527, 10995392, 20100201, 12207655, 11283346, 17138694, 15037730",
AT4G02560,AT5G61850,LD,LFY,A,10363371,
AT4G04450,AT3G23430,WRKY42,PHO1,R,19934380,
AT4G08150,AT4G08150,KNAT1,KNAT1,A,17873098,
AT4G08150,AT4G25420,KNAT1,GA20OX1,R,"12372247, 17461792",
AT4G08150,AT5G63090,KNAT1,LOB,A,17557810,
AT4G09820,AT1G61720,TT8,BAN,A,"16709193, 16167896, 15255866",
AT4G09820,AT1G71030,TT8,MYBL2,A,"19136646, 19401413",
AT4G09820,AT1G79840,TT8,GL2,A,"19136646, 19401413",
AT4G09820,AT2G23550,TT8,MES6,A,"19136646, 19401413",
AT4G09820,AT2G23580,TT8,ABE4,A,"19136646, 19401413",
AT4G09820,AT2G37260,TT8,TTG2,A,17766401,
AT4G09820,AT4G09820,TT8,TT8,A,"18532978, 18532977, 17098849, 11549766, 11041882, 17425717",
AT4G09820,AT5G42800,TT8,DFR,A,"18532978, 18532977, 17098849, 11549766, 11041882, 17425717",
AT4G09960,AT1G24260,STK,SEP3,A,14555696,
AT4G09960,AT2G42830,STK,SHP2,A,"14555696, 16925602",
AT4G09960,AT3G58780,STK,SHP1,A,"14555696, 16925602",
AT4G09960,AT4G18960,STK,AG,A,"14555696, 17110585",
AT4G15090,AT2G37678,AT4G15090,FHY1,A,"18670649, 18715961, 19208901, 21097709, 18033885",
AT4G15090,AT2G40080,AT4G15090,ELF4,A,21499259,
AT4G15090,AT3G22170,AT4G15090,FHY3,A,11889039,
AT4G15090,AT5G02200,AT4G15090,FHL,A,"18670649, 18715961, 19208901, 21097709, 18033885",
AT4G16110,AT3G23240,ARR2,ERF1,A,15282545,
AT4G16110,AT5G62920,ARR2,ARR6,A,"11842139, 12417700, 16407152",
AT4G16780,AT1G02340,ATHB-2,HFR1,A,16322556,
AT4G17750,AT1G56600,HSF1,GOLS2,A,"18502973, 15610345",
AT4G17750,AT2G22240,HSF1,MIPS2,A,15610345,
AT4G17750,AT2G47180,HSF1,GOLS1,A,"18502973, 15610345",
AT4G17750,AT5G12030,HSF1,HSP17.6A,A,17059409,
AT4G18960,AT1G15550,AG,GA3OX1,A,"17981996, 15634696",
AT4G18960,AT1G24260,AG,SEP3,A,"16640596, 17573799, 20409275, 15634696",
AT4G18960,AT1G68640,AG,PAN,R,20409275,
AT4G18960,AT1G69120,AG,AP1,R,"12826617, 7640351, 11923195, 16640596, 16854969",
AT4G18960,AT1G69180,AG,CRC,A,15634696,
AT4G18960,AT2G17950,AG,WUS,R,"11591338, 11703916, 19138429, 19897670, 14623445, 11440722, 16115063, 12045282, 17461793, 12530963",
AT4G18960,AT2G44810,AG,DAD1,A,"20021553, 17981996",
AT4G18960,AT3G23130,AG,SUP,A,"20409275, 11874573, 11006335",
AT4G18960,AT3G54340,AG,AP3,A,"16640596, 17573799, 20409275, 15634696",
AT4G18960,AT4G18960,AG,AG,A,15634696,
AT4G18960,AT4G27330,AG,SPL,A,"17666023, 20409275, 15458662, 16055634, 15254538, 18557819, 16284305",
AT4G18960,AT4G28520,AG,CRC,A,15634696,
AT4G18960,AT4G32980,AG,AT4G32980,A,18757555,
AT4G18960,AT4G36920,AG,AP2,R,"17573799, 1356630",
AT4G18960,AT5G14010,AG,KNU,A,20409275,
AT4G20380,AT1G08830,AT4G20380,CSD1,A,15980203,
AT4G20380,AT1G19250,AT4G20380,FMO1,R,16778014,
AT4G20380,AT1G20630,AT4G20380,AT1G20630,A,15347794,
AT4G20380,AT5G61900,AT4G20380,BON1,R,12857819,
AT4G21330,AT2G16910,DYT1,AMS,A,"17138695, 20118226",
AT4G21330,AT3G23770,DYT1,AT3G23770,A,17666023,
AT4G21330,AT3G28470,DYT1,TDF1,A,18397379,
AT4G21330,AT3G51590,DYT1,LTP12,A,17666023,
AT4G21330,AT5G22260,DYT1,MS1,A,"17666023, 20118226",
AT4G21750,AT2G42840,ATML1,AT2G42840,A,11439135,
AT4G23550,AT2G19190,WRKY29,FRK1,A,15618416,
AT4G23550,AT4G23550,WRKY29,WRKY29,A,15618416,
AT4G23810,AT4G23810,WRKY53,WRKY53,R,17369373,
AT4G24020,AT1G08100,NLP7,NRT2.2,A,18826430,
AT4G24240,AT2G14610,WRKY7,PR1,R,16963526,
AT4G24470,AT1G10550,TIFY1,XTH33,A,14966217,
AT4G24470,AT1G24260,TIFY1,SEP3,A,14966217,
AT4G24470,AT1G32170,TIFY1,XTR4,A,14966217,
AT4G24470,AT3G23730,TIFY1,XTH16,A,14966217,
AT4G24470,AT4G14130,TIFY1,XTR7,A,14966217,
AT4G24540,AT1G24260,AGL24,SEP3,R,19460347,
AT4G24540,AT2G45660,AGL24,AGL20,A,18339670,
AT4G24540,AT4G18960,AGL24,AG,R,"17409064, 17114273, 16679456",
AT4G24540,AT5G61850,AGL24,LFY,A,"18466303, 20074092, 19482969, 19482972",
AT4G25470,AT1G04240,CBF2,SHY2,A,19854800,
AT4G25470,AT1G13260,CBF2,RAV1,A,19854800,
AT4G25470,AT1G32640,CBF2,MYC2,R,19854800,
AT4G25470,AT1G43160,CBF2,RAP2.6,A,15173567,
AT4G25470,AT1G46768,CBF2,RAP2.1,A,"20230648, 15173567",
AT4G25470,AT1G77120,CBF2,ADH1,A,"15994234, 17092313",
AT4G25470,AT2G39030,CBF2,AT2G39030,A,15994234,
AT4G25470,AT2G42540,CBF2,COR15A,A,15994234,
AT4G25470,AT3G50970,CBF2,LTI30,A,18088305,
AT4G25470,AT4G25480,CBF2,CBF3,R,"15004278, 18093929, 16497677, 12672693, 16244146, 19457981",
AT4G25470,AT4G25490,CBF2,CBF1,R,"15004278, 18093929, 16497677, 12672693, 16244146, 19457981",
AT4G25470,AT5G15960,CBF2,KIN1,A,17092313,
AT4G25470,AT5G17490,CBF2,RGL3,A,18643985,
AT4G25470,AT5G52310,CBF2,LTI78,A,15994234,
AT4G25480,AT1G09350,CBF3,GOLS3,A,11846875,
AT4G25480,AT1G20440,CBF3,COR47,A,"17416732, 12068110, 15834008, 12164808, 14673034",
AT4G25480,AT1G20450,CBF3,ERD10,A,"12164808, 14673034",
AT4G25480,AT1G20620,CBF3,AT1G20620,A,12114563,
AT4G25480,AT1G43160,CBF3,RAP2.6,A,15173567,
AT4G25480,AT1G46768,CBF3,RAP2.1,A,"20230648, 15173567",
AT4G25480,AT2G15050,CBF3,LTP,A,18441337,
AT4G25480,AT2G42530,CBF3,COR15b,A,"15728337, 16617101",
AT4G25480,AT2G42540,CBF3,COR15A,A,"17416732, 16617101, 12068110, 11340180, 15834008, 12164808, 14673034",
AT4G25480,AT3G11410,CBF3,PP2CA,A,15834008,
AT4G25480,AT3G12580,CBF3,HSP70,A,15834008,
AT4G25480,AT3G50970,CBF3,LTI30,A,18088305,
AT4G25480,AT5G15960,CBF3,KIN1,A,"17416732, 16617101, 12068110, 11340180, 15834008",
AT4G25480,AT5G15970,CBF3,KIN2,A,"15728337, 16617101, 12068110, 11340180, 15834008, 12164808, 14673034",
AT4G25480,AT5G17490,CBF3,RGL3,A,18643985,
AT4G25480,AT5G25610,CBF3,RD22,A,11340180,
AT4G25480,AT5G52310,CBF3,LTI78,A,"16913865, 12376631, 21408135, 9707537, 11340180, 12164808, 10097388, 14673034",
AT4G25490,AT1G02400,CBF1,GA2OX6,A,18757556,
AT4G25490,AT1G15550,CBF1,GA3OX1,A,18757556,
AT4G25490,AT1G20440,CBF1,COR47,A,"18757556, 9881163",
AT4G25490,AT1G20630,CBF1,AT1G20630,A,"15341633, 12114563",
AT4G25490,AT1G43160,CBF1,RAP2.6,A,15173567,
AT4G25490,AT1G46768,CBF1,RAP2.1,A,"20230648, 15173567",
AT4G25490,AT2G34555,CBF1,GA2OX3,A,18757556,
AT4G25490,AT2G42540,CBF1,COR15A,A,"12114563, 9707537, 18757556, 9881163, 9636231",
AT4G25490,AT3G50970,CBF1,LTI30,A,18088305,
AT4G25490,AT3G55610,CBF1,P5CS2,A,18757556,
AT4G25490,AT5G15960,CBF1,KIN1,R,17092313,
AT4G25490,AT5G15970,CBF1,KIN2,A,9733520,
AT4G25490,AT5G17490,CBF1,RGL3,A,18757556,
AT4G25490,AT5G52310,CBF1,LTI78,A,"10097388, 9733520, 9636231",
AT4G25530,AT1G69120,FWA,AP1,A,"10583961, 9401118, 10097382, 10852935, 11382816, 10368173",
AT4G26150,AT1G57990,GNL,PUP18,A,18417639,
AT4G26150,AT2G15890,GNL,MEE14,D,18417639,"flower: R, leaf: A"
AT4G26150,AT2G29350,GNL,SAG13,A,18417639,
AT4G26150,AT4G29130,GNL,HXK1,R,18417639,
AT4G26150,AT4G30270,GNL,MERI5B,A,18417639,
AT4G26150,AT4G35770,GNL,AT4G35770,A,18417639,
AT4G26150,AT5G26340,GNL,AtSTP13,D,18417639,"flower: R, leaf: A"
AT4G27330,AT1G23420,SPL,INO,R,"17666023, 12183381, 17693535, 10601041, 15131247, 14731261, 15299139, 15328016",
AT4G27330,AT1G24260,SPL,SEP3,A,19726570,
AT4G27330,AT2G17950,SPL,WUS,A,15328016,
AT4G27330,AT4G13260,SPL,YUC2,R,18557819,
AT4G27330,AT4G18960,SPL,AG,A,19726570,
AT4G27330,AT4G21750,SPL,ATML1,R,17666023,
AT4G27330,AT4G32540,SPL,YUC1,R,18557819,
AT4G27330,AT4G36920,SPL,AP2,A,19726570,
AT4G27330,AT4G39400,SPL,BRI1,R,17666023,
AT4G27330,AT5G07280,SPL,EMS1,A,17666023,
AT4G27330,AT5G25620,SPL,YUC6,R,18557819,
AT4G27330,AT5G65700,SPL,AT5G65700,A,16751349,
AT4G27410,AT2G33380,RD26,RD20,A,"16284313, 15341629",
AT4G27410,AT5G51070,RD26,ERD1,A,19126699,
AT4G28110,AT4G05100,MYB41,MYB74,R,19211694,
AT4G28110,AT5G14340,MYB41,MYB40,R,19211694,
AT4G28610,AT2G02990,AtPHR1,RNS1,A,"18263782, 15894620",
AT4G28610,AT2G33770,AtPHR1,PHO2,R,"18564386, 17927693",
AT4G28610,AT2G45130,AtPHR1,SPX3,A,18315545,
AT4G28610,AT3G09922,AtPHR1,IPS1,A,"18263782, 16990375, 14718495, 15894620, 17461783",
AT4G28610,AT3G23430,AtPHR1,PHO1,A,17461783,
AT4G28610,AT3G52190,AtPHR1,PHF1,A,16284308,
AT4G28610,AT5G20150,AtPHR1,SPX1,R,18315545,
AT4G28610,AT5G24770,AtPHR1,VSP2,A,16258019,
AT4G30080,AT3G11260,ARF16,WOX5,R,20543136,
AT4G31550,AT2G24570,WRKY11,WRKY17,R,17114354,
AT4G31550,AT2G40750,WRKY11,WRKY54,R,17114354,
AT4G31550,AT3G45140,WRKY11,LOX2,A,17114354,
AT4G31550,AT3G56400,WRKY11,WRKY70,R,17114354,
AT4G31550,AT4G31550,WRKY11,WRKY11,A,17114354,
AT4G31550,AT5G42650,WRKY11,AOS,A,17114354,
AT4G31800,AT1G64280,WRKY18,NPR1,A,"19176722, 12068113",
AT4G31800,AT1G75040,WRKY18,PR5,A,16626474,
AT4G31800,AT2G14610,WRKY18,PR1,A,16963526,
AT4G31800,AT4G00340,WRKY18,AT4G00340,A,12068110,
AT4G31920,AT5G62920,ARR10,ARR6,A,"11842139, 12417700",
AT4G32730,AT1G08560,PC-MYB1,SYP111,A,19279197,
AT4G32880,AT4G37650,ATHB8,SHR,A,21128301,
AT4G32980,AT3G15170,AT4G32980,CUC1,A,18757555,
AT4G32980,AT5G10140,AT4G32980,FLC,A,17908157,
AT4G34000,AT3G11410,ABF3,PP2CA,A,15834008,
AT4G34000,AT3G12580,ABF3,HSP70,A,15834008,
AT4G34000,AT5G52300,ABF3,LTI65,A,15834008,
AT4G34590,AT3G30775,GBF6,ERD5,A,18088315,
AT4G34590,AT3G47340,GBF6,ASN1,A,"18088315, 19376782",
AT4G34990,AT4G22880,MYB32,LDOX,A,15584962,
AT4G34990,AT5G42800,MYB32,DFR,A,15584962,
AT4G35900,AT1G69120,FD,AP1,A,20409275,
AT4G36730,AT1G29930,GBF1,CAB1,A,16638747,
AT4G36730,AT4G10040,GBF1,CYTC-2,A,19098132,
AT4G36730,AT4G35090,GBF1,AT4G35090,R,20484024,
AT4G36870,AT4G08150,BLH2,KNAT1,R,"18398054, 18424140, 17873098",
AT4G36920,AT1G69180,AP2,CRC,R,15598802,
AT4G36920,AT1G79840,AP2,GL2,A,"14701918, 19401413",
AT4G36920,AT2G37260,AP2,TTG2,A,14701918,
