GENE_PRODUCT_ID	FB_ID
Q9V4Q0	FBgn0033202
Q9V4Q8	FBgn0033210
Q9V4S8	FBgn0028836
Q9V4T3	FBgn0033292
Q9V4T5	FBgn0015034
Q9V4U7	FBgn0033302
Q9V4U9	FBgn0033304
Q9V4W1	FBgn0033316
Q9V4X2	FBgn0043575
Q9V4Z9	FBgn0002552
Q9V521	FBgn0033367
Q9V535	FBgn0033378
Q9V557	FBgn0033395
Q9V558	FBgn0015037
Q9V559	FBgn0033397
Q9V564	FBgn0033401
Q9V568	FBgn0033404
Q9V574	FBgn0016970
Q9V576	FBgn0016078
Q9V579	FBgn0033413
Q9V589	FBgn0033422
Q9V595	FBgn0033428
Q9V597	FBgn0285949
Q9V5C6	FBgn0023175
Q9V5E1	FBgn0283510
Q9V5L3	FBgn0033524
Q9V5M3	FBgn0283521
Q9V5M6	FBgn0283521
Q9V5N8	FBgn0024836
Q9V5P6	FBgn0033548
Q9V5Q4	FBgn0033556
Q9V5Z7	FBgn0015872
Q9V629	FBgn0260932
Q9V637	FBgn0033669
Q9V668	FBgn0033691
Q9V674	FBgn0025454
Q9V675	FBgn0033696
Q9V676	FBgn0033697
Q9V677	FBgn0033698
Q9V6A9	FBgn0033727
Q9V6B9	FBgn0033737
Q9V6D6	FBgn0033753
Q9V6G5	FBgn0026619
Q9V6H1	FBgn0033775
Q9V6H2	FBgn0028963
Q9V6K1	FBgn0020370
Q9V6K3	FBgn0020391
Q9V6L0	FBgn0053182
Q9V6L9	FBgn0043010
Q9V6Q2	FBgn0040477
Q9V6U8	FBgn0263697
Q9V6U9	FBgn0033883
Q9V6X7	FBgn0033901
Q9V6Y3	FBgn0033907
Q9V719	FBgn0033935
Q9V726	FBgn0024698
Q9V727	FBgn0261823
Q9V730	FBgn0265974
Q9V751	FBgn0041581
Q9V769	FBgn0013773
Q9V770	FBgn0015714
Q9V771	FBgn0033978
Q9V773	FBgn0033980
Q9V774	FBgn0288232
Q9V776	FBgn0033982
Q9V778	FBgn0033983
Q9V780	FBgn0033984
Q9V784	FBgn0033989
Q9V785	FBgn0033988
Q9V7A4	FBgn0034005
Q9V7A7	FBgn0034008
Q9V7D2	FBgn0022097
Q9V7G5	FBgn0034053
Q9V7H4	FBgn0034060
Q9V7N5	FBgn0287825
Q9V7P1	FBgn0262560
Q9V7S5	FBgn0024315
Q9V7U0	FBgn0034157
Q9V7W1	FBgn0265174
Q9V7Y2	FBgn0010591
Q9V813	FBgn0034215
Q9V817	FBgn0034219
Q9V818	FBgn0028956
Q9V831	FBgn0034231
Q9V853	FBgn0029006
Q9V877	FBgn0003545
Q9V895	FBgn0034282
Q9V8F3	FBgn0034327
Q9V8F5	FBgn0034328
Q9V8G0	FBgn0040736
Q9V8I2	FBgn0034350
Q9V8K2	FBgn0266671
Q9V8M2	FBgn0034387
Q9V8M5	FBgn0034390
Q9V8P9	FBgn0267351
Q9V8R9	FBgn0010434
Q9V8W3	FBgn0026378
Q9V8Y2	FBgn0034468
Q9V8Y7	FBgn0034473
Q9V8Y9	FBgn0034475
Q9V931	FBgn0034509
Q9V938	FBgn0050145
Q9V968	FBgn0034543
Q9V969	FBgn0041240
Q9V979	FBgn0033121
Q9V998	FBgn0022224
Q9V9A7	FBgn0042083
Q9V9A8	FBgn0028579
Q9V9E3	FBgn0033005
Q9V9I2	FBgn0033041
Q9V9I4	FBgn0033043
Q9V9J3	FBgn0264959
Q9V9K7	FBgn0033062
Q9V9L1	FBgn0033065
Q9V9M8	FBgn0032986
Q9V9N1	FBgn0259683
Q9V9N4	FBgn0032979
Q9V9P3	FBgn0032971
Q9V9S7	FBgn0039883
Q9V9S8	FBgn0266268
Q9V9U4	FBgn0261479
Q9V9V9	FBgn0039859
Q9V9W8	FBgn0043900
Q9V9X4	FBgn0039849
Q9V9Y4	FBgn0039840
Q9V9Y9	FBgn0086362
Q9V9Z1	FBgn0039835
Q9V9Z9	FBgn0039828
Q9VA00	FBgn0061476
Q9VA02	FBgn0039827
Q9VA12	FBgn0261395
Q9VA27	FBgn0015032
Q9VA37	FBgn0039802
Q9VA38	FBgn0011739
Q9VA70	FBgn0039774
Q9VA73	FBgn0028646
Q9VA83	FBgn0015221
Q9VA91	FBgn0039757
Q9VAB8	FBgn0039740
Q9VAC5	FBgn0039734
Q9VAC8	FBgn0039731
Q9VAD6	FBgn0051040
Q9VAF0	FBgn0039714
Q9VAF5	FBgn0039709
Q9VAF7	FBgn0039707
Q9VAG4	FBgn0039702
Q9VAH4	FBgn0039694
Q9VAH9	FBgn0039691
Q9VAI0	FBgn0039690
Q9VAI1	FBgn0039689
Q9VAI6	FBgn0039685
Q9VAJ3	FBgn0039679
Q9VAJ4	FBgn0039678
Q9VAK8	FBgn0039666
Q9VAL0	FBgn0040623
Q9VAM6	FBgn0062442
Q9VAM9	FBgn0039650
Q9VAN0	FBgn0014427
Q9VAN6	FBgn0041186
Q9VAP2	FBgn0039638
Q9VAP3	FBgn0039637
Q9VAQ1	FBgn0039631
Q9VAQ5	FBgn0039627
Q9VAQ7	FBgn0039626
Q9VAS7	FBgn0265274
Q9VAT2	FBgn0039601
Q9VAU9	FBgn0026400
Q9VAW0	FBgn0039582
Q9VAW5	FBgn0261618
Q9VAY3	FBgn0039561
Q9VAY7	FBgn0039557
Q9VAZ3	FBgn0039551
Q9VB08	FBgn0003330
Q9VB11	FBgn0039536
Q9VB14	FBgn0027494
Q9VB25	FBgn0004387
Q9VB26	FBgn0046887
Q9VB30	FBgn0039520
Q9VB31	FBgn0039519
Q9VB46	FBgn0015737
Q9VB62	FBgn0005696
Q9VB68	FBgn0039494
Q9VB70	FBgn0039492
Q9VB74	FBgn0039488
Q9VB98	FBgn0039466
Q9VBB3	FBgn0039459
Q9VBC7	FBgn0023179
Q9VBG6	FBgn0039417
Q9VBL6	FBgn0011668
Q9VBL7	FBgn0011669
Q9VBN7	FBgn0039357
Q9VBP3	FBgn0027508
Q9VBP9	FBgn0039348
Q9VBQ9	FBgn0039337
Q9VBU8	FBgn0039301
Q9VBV3	FBgn0039298
Q9VBV5	FBgn0039296
Q9VBW3	FBgn0022800
Q9VBW6	FBgn0039286
Q9VBW9	FBgn0039283
Q9VBX1	FBgn0259152
Q9VBX2	FBgn0039280
Q9VBY8	FBgn0266719
Q9VBZ5	FBgn0039261
Q9VBZ9	FBgn0039258
Q9VC07	FBgn0039251
Q9VC27	FBgn0039234
Q9VC35	FBgn0027539
Q9VC44	FBgn0015591
Q9VC45	FBgn0000140
Q9VC47	FBgn0004885
Q9VC49	FBgn0039218
Q9VC56	FBgn0039214
Q9VC57	FBgn0039213
Q9VC61	FBgn0039209
Q9VC70	FBgn0039201
Q9VC94	FBgn0039182
Q9VC99	FBgn0263398
Q9VCA2	FBgn0019952
Q9VCA5	FBgn0039175
Q9VCA8	FBgn0043884
Q9VCA9	FBgn0039172
Q9VCB1	FBgn0039170
Q9VCC0	FBgn0029503
Q9VCC3	FBgn0039159
Q9VCD0	FBgn0039153
Q9VCE1	FBgn0264325
Q9VCE6	FBgn0039139
Q9VCE8	FBgn0053108
Q9VCE9	FBgn0039137
Q9VCF0	FBgn0039136
Q9VCG2	FBgn0264740
Q9VCG3	FBgn0039126
Q9VCG4	FBgn0039125
Q9VCH5	FBgn0039120
Q9VCI0	FBgn0039115
Q9VCI3	FBgn0039114
Q9VCI5	FBgn0039112
Q9VCJ8	FBgn0039102
Q9VCK0	FBgn0040227
Q9VCK1	FBgn0039099
Q9VCK2	FBgn0039098
Q9VCN1	FBgn0264326
Q9VCP0	FBgn0039066
Q9VCP1	FBgn0039065
Q9VCQ3	FBgn0039058
Q9VCR3	FBgn0039054
Q9VCR6	FBgn0053193
Q9VCR7	FBgn0039045
Q9VCS8	FBgn0039034
Q9VCS9	FBgn0039033
Q9VCU5	FBgn0039020
Q9VCU7	FBgn0263143
Q9VCU9	FBgn0039016
Q9VCW0	FBgn0039007
Q9VCW1	FBgn0039006
Q9VCW3	FBgn0039004
Q9VCX1	FBgn0020278
Q9VCX3	FBgn0263863
Q9VCX4	FBgn0051159
Q9VCY3	FBgn0028837
Q9VCY8	FBgn0038984
Q9VCZ3	FBgn0038980
Q9VCZ8	FBgn0038976
Q9VD09	FBgn0038966
Q9VD25	FBgn0038951
Q9VD26	FBgn0038950
Q9VD28	FBgn0038948
Q9VD44	FBgn0038934
Q9VD51	FBgn0266581
Q9VD73	FBgn0015229
Q9VD74	FBgn0045469
Q9VD76	FBgn0041229
Q9VD83	FBgn0038901
Q9VD92	FBgn0289108
Q9VDA0	FBgn0038889
Q9VDC6	FBgn0000527
Q9VDD1	FBgn0038868
Q9VDD3	FBgn0260004
Q9VDD7	FBgn0250820
Q9VDD9	FBgn0038861
Q9VDE4	FBgn0038857
Q9VDE5	FBgn0010770
Q9VDE6	FBgn0266674
Q9VDG2	FBgn0026056
Q9VDG5	FBgn0013995
Q9VDH4	FBgn0038838
Q9VDH6	FBgn0259215
Q9VDL1	FBgn0038806
Q9VDM1	FBgn0038798
Q9VDM6	FBgn0038796
Q9VDN2	FBgn0038790
Q9VDQ0	FBgn0260466
Q9VDQ7	FBgn0243511
Q9VDR1	FBgn0038760
Q9VDS5	FBgn0038747
Q9VDS6	FBgn0038746
Q9VDT6	FBgn0038737
Q9VDV3	FBgn0038722
Q9VDW3	FBgn0260003
Q9VDW6	FBgn0260003
Q9VDY1	FBgn0289122
Q9VDZ3	FBgn0010768
Q9VDZ4	FBgn0259704
Q9VE00	FBgn0038681
Q9VE01	FBgn0038680
Q9VE04	FBgn0038678
Q9VE09	FBgn0260779
Q9VE11	FBgn0038673
Q9VE17	FBgn0261792
Q9VE34	FBgn0038651
Q9VE46	FBgn0038641
Q9VE50	FBgn0044871
Q9VE51	FBgn0261065
Q9VE61	FBgn0038627
Q9VE86	FBgn0038608
Q9VE87	FBgn0038607
Q9VEA5	FBgn0263757
Q9VEB3	FBgn0038585
Q9VEB4	FBgn0038584
Q9VEB5	FBgn0038582
Q9VEC1	FBgn0038578
Q9VEC3	FBgn0038576
Q9VED0	FBgn0038569
Q9VEG6	FBgn0261987
Q9VEG9	FBgn0038536
Q9VEI3	FBgn0038524
Q9VEI9	FBgn0264005
Q9VEJ0	FBgn0038519
Q9VEJ2	FBgn0010926
Q9VEK6	FBgn0038504
Q9VEN1	FBgn0014141
Q9VEP1	FBgn0038471
Q9VER6	FBgn0051217
Q9VES1	FBgn0038453
Q9VET0	FBgn0027109
Q9VEU0	FBgn0038440
Q9VEU1	FBgn0038439
Q9VEU5	FBgn0038436
Q9VEU6	FBgn0038435
Q9VEV4	FBgn0038427
Q9VEW2	FBgn0038421
Q9VEX0	FBgn0040271
Q9VEX5	FBgn0020407
Q9VEX6	FBgn0287225
Q9VEX9	FBgn0024491
Q9VEZ3	FBgn0027948
Q9VEZ5	FBgn0024222
Q9VF08	FBgn0038387
Q9VF26	FBgn0003483
Q9VF27	FBgn0017567
Q9VF30	FBgn0003227
Q9VF36	FBgn0038363
Q9VF59	FBgn0038342
Q9VF71	FBgn0038332
Q9VF78	FBgn0026634
Q9VF81	FBgn0038324
Q9VF87	FBgn0038320
Q9VF89	FBgn0038319
Q9VFB2	FBgn0038307
Q9VFB7	FBgn0038303
Q9VFC0	FBgn0038300
Q9VFC2	FBgn0028984
Q9VFC8	FBgn0266064
Q9VFD5	FBgn0038286
Q9VFE4	FBgn0038277
Q9VFE6	FBgn0038275
Q9VFF3	FBgn0038269
Q9VFG8	FBgn0262127
Q9VFH6	FBgn0038248
Q9VFI9	FBgn0038237
Q9VFJ0	FBgn0038236
Q9VFJ2	FBgn0038234
Q9VFJ3	FBgn0038233
Q9VFK3	FBgn0038225
Q9VFK6	FBgn0011474
Q9VFL5	FBgn0027083
Q9VFM9	FBgn0038206
Q9VFN2	FBgn0038203
Q9VFP1	FBgn0038194
Q9VFP2	FBgn0264493
Q9VFR0	FBgn0038183
Q9VFR1	FBgn0260464
Q9VFS2	FBgn0002937
Q9VFS5	FBgn0024555
Q9VFS6	FBgn0038168
Q9VFS8	FBgn0038166
Q9VFX1	FBgn0038134
Q9VFX3	FBgn0038132
Q9VG08	FBgn0038105
Q9VG09	FBgn0041710
Q9VG17	FBgn0038095
Q9VG40	FBgn0038076
Q9VG55	FBgn0028374
Q9VG58	FBgn0051354
Q9VG73	FBgn0038046
Q9VG74	FBgn0038045
Q9VG76	FBgn0038043
Q9VG82	FBgn0038037
Q9VG93	FBgn0010043
Q9VG94	FBgn0010042
Q9VG95	FBgn0010041
Q9VG96	FBgn0010040
Q9VG97	FBgn0010039
Q9VG98	FBgn0010038
Q9VGA2	FBgn0038018
Q9VGB3	FBgn0038007
Q9VGB4	FBgn0038006
Q9VGB5	FBgn0038005
Q9VGC3	FBgn0037998
Q9VGC7	FBgn0037994
Q9VGE3	FBgn0037980
Q9VGE8	FBgn0037976
Q9VGG5	FBgn0037963
Q9VGG6	FBgn0037962
Q9VGG8	FBgn0037960
Q9VGH1	FBgn0003312
Q9VGH7	FBgn0051116
Q9VGI8	FBgn0002906
Q9VGJ5	FBgn0037937
Q9VGK7	FBgn0037926
Q9VGL8	FBgn0037917
Q9VGN7	FBgn0037901
Q9VGN9	FBgn0037899
Q9VGP0	FBgn0037898
Q9VGP1	FBgn0037897
Q9VGP2	FBgn0037896
Q9VGP4	FBgn0037894
Q9VGP6	FBgn0264694
Q9VGQ9	FBgn0037883
Q9VGR2	FBgn0037880
Q9VGR7	FBgn0037878
Q9VGS2	FBgn0037874
Q9VGU5	FBgn0037855
Q9VGW1	FBgn0261053
Q9VGW6	FBgn0017577
Q9VGY5	FBgn0037822
Q9VGY6	FBgn0262717
Q9VGZ0	FBgn0037817
Q9VGZ1	FBgn0037816
Q9VGZ5	FBgn0259938
Q9VGZ8	FBgn0037811
Q9VH07	FBgn0040078
Q9VH08	FBgn0037802
Q9VH14	FBgn0025879
Q9VH19	FBgn0086359
Q9VH20	FBgn0037792
Q9VH36	FBgn0037780
Q9VH38	FBgn0037778
Q9VH39	FBgn0037777
Q9VH48	FBgn0037770
Q9VH58	FBgn0037762
Q9VH69	FBgn0261599
Q9VH70	FBgn0037751
Q9VH78	FBgn0037743
Q9VH89	FBgn0278604
Q9VH90	FBgn0037734
Q9VH95	FBgn0037728
Q9VHA0	FBgn0003334
Q9VHB0	FBgn0037716
Q9VHB3	FBgn0037713
Q9VHB6	FBgn0037710
Q9VHB9	FBgn0037708
Q9VHD2	FBgn0037697
Q9VHD3	FBgn0037696
Q9VHE6	FBgn0037685
Q9VHF2	FBgn0037683
Q9VHG4	FBgn0037671
Q9VHH7	FBgn0037661
Q9VHH9	FBgn0037659
Q9VHI4	FBgn0040534
Q9VHI7	FBgn0037653
Q9VHJ6	FBgn0286204
Q9VHM2	FBgn0037622
Q9VHM6	FBgn0037618
Q9VHN3	FBgn0037611
Q9VHN5	FBgn0037609
Q9VHN6	FBgn0037608
Q9VHN9	FBgn0086679
Q9VHP0	FBgn0263231
Q9VHP4	FBgn0037601
Q9VHQ2	FBgn0037594
Q9VHQ6	FBgn0037591
Q9VHQ7	FBgn0037590
Q9VHR6	FBgn0261108
Q9VHR8	FBgn0037580
Q9VHS2	FBgn0040529
Q9VHS4	FBgn0037576
Q9VHS7	FBgn0037574
Q9VHS8	FBgn0037573
Q9VHT4	FBgn0265351
Q9VHT9	FBgn0037562
Q9VHU1	FBgn0037561
Q9VHV1	FBgn0037554
Q9VHV5	FBgn0037551
Q9VHX7	FBgn0037534
Q9VHY5	FBgn0024909
Q9VI10	FBgn0261789
Q9VI13	FBgn0267698
Q9VI20	FBgn0037442
Q9VI25	FBgn0037447
Q9VI55	FBgn0037467
Q9VI58	FBgn0037470
Q9VI60	FBgn0040670
Q9VI74	FBgn0037482
Q9VI75	FBgn0086372
Q9VI82	FBgn0037489
Q9VI85	FBgn0037492
Q9VI93	FBgn0267337
Q9VIE6	FBgn0032929
Q9VIF0	FBgn0032925
Q9VIF1	FBgn0032924
Q9VIF5	FBgn0086251
Q9VIF6	FBgn0032919
Q9VIH3	FBgn0266369
Q9VIH7	FBgn0032901
Q9VIH9	FBgn0032899
Q9VII1	FBgn0032897
Q9VII3	FBgn0032895
Q9VIK2	FBgn0032879
Q9VIK9	FBgn0032873
Q9VIL0	FBgn0261787
Q9VIM5	FBgn0032859
Q9VIP0	FBgn0032848
Q9VIP2	FBgn0032846
Q9VIP7	FBgn0045064
Q9VIP8	FBgn0003978
Q9VIQ0	FBgn0032840
Q9VIQ9	FBgn0263873
Q9VIR2	FBgn0044811
Q9VIS1	FBgn0032821
Q9VIT0	FBgn0032813
Q9VIT2	FBgn0032811
Q9VIU7	FBgn0032799
Q9VIV2	FBgn0002044
Q9VIV3	FBgn0032793
Q9VIW3	FBgn0003346
Q9VIW7	FBgn0032781
Q9VIZ0	FBgn0086447
Q9VJ07	FBgn0032749
Q9VJ26	FBgn0032731
Q9VJ29	FBgn0032728
Q9VJ33	FBgn0032725
Q9VJ34	FBgn0032724
Q9VJ38	FBgn0032720
Q9VJ62	FBgn0032701
Q9VJ71	FBgn0032693
Q9VJ79	FBgn0085370
Q9VJ83	FBgn0032682
Q9VJ87	FBgn0086707
Q9VJ97	FBgn0032671
Q9VJB6	FBgn0262018
Q9VJC7	FBgn0032646
Q9VJD2	FBgn0032642
Q9VJD3	FBgn0024689
Q9VJE4	FBgn0032634
Q9VJE5	FBgn0020503
Q9VJF2	FBgn0045486
Q9VJG0	FBgn0026150
Q9VJI9	FBgn0032597
Q9VJJ7	FBgn0032593
Q9VJK8	FBgn0028841
Q9VJL6	FBgn0028894
Q9VJN5	FBgn0001990
Q9VJN9	FBgn0028944
Q9VJQ4	FBgn0286027
Q9VJQ5	FBgn0028926
Q9VJS7	FBgn0264810
Q9VJS8	FBgn0004858
Q9VJV8	FBgn0004407
Q9VJY6	FBgn0032518
Q9VJY8	FBgn0032516
Q9VJY9	FBgn0032515
Q9VJZ7	FBgn0022069
Q9VK07	FBgn0032499
Q9VK13	FBgn0032493
Q9VK33	FBgn0032475
Q9VK34	FBgn0024291
Q9VK41	FBgn0032470
Q9VK45	FBgn0021796
Q9VK50	FBgn0040506
Q9VK68	FBgn0032445
Q9VK71	FBgn0004394
Q9VK89	FBgn0032430
Q9VK91	FBgn0032428
Q9VKA0	FBgn0032421
Q9VKA4	FBgn0051760
Q9VKA5	FBgn0032416
Q9VKB4	FBgn0032408
Q9VKB9	FBgn0027505
Q9VKD3	FBgn0032393
Q9VKD6	FBgn0032390
Q9VKD7	FBgn0261266
Q9VKG9	FBgn0032362
Q9VKH0	FBgn0287204
Q9VKH6	FBgn0032358
Q9VKI3	FBgn0014076
Q9VKJ0	FBgn0040211
Q9VKJ1	FBgn0032348
Q9VKJ3	FBgn0262647
Q9VKJ7	FBgn0041246
Q9VKJ8	FBgn0032343
Q9VKJ9	FBgn0261983
Q9VKK1	FBgn0283682
Q9VKK2	FBgn0032339
Q9VKM1	FBgn0004872
Q9VKM6	FBgn0032321
Q9VKN7	FBgn0024227
Q9VKQ3	FBgn0032298
Q9VKQ6	FBgn0032296
Q9VKQ9	FBgn0032293
Q9VKU7	FBgn0026431
Q9VKV5	FBgn0032250
Q9VKV8	FBgn0032248
Q9VKW2	FBgn0005683
Q9VKX4	FBgn0032236
Q9VKX7	FBgn0032234
Q9VKY1	FBgn0032230
Q9VKY2	FBgn0027568
Q9VKY8	FBgn0032224
Q9VL00	FBgn0032214
Q9VL06	FBgn0032208
Q9VL13	FBgn0259482
Q9VL14	FBgn0032202
Q9VL18	FBgn0032198
Q9VL25	FBgn0032194
Q9VL31	FBgn0032189
Q9VL32	FBgn0028675
Q9VL52	FBgn0051755
Q9VL59	FBgn0032169
Q9VL63	FBgn0051712
Q9VL72	FBgn0032157
Q9VL76	FBgn0032154
Q9VL78	FBgn0029174
Q9VL84	FBgn0065109
Q9VL86	FBgn0032144
Q9VL92	FBgn0015035
Q9VL96	FBgn0032138
Q9VLA1	FBgn0032135
Q9VLA2	FBgn0019809
Q9VLC0	FBgn0011232
Q9VLC1	FBgn0032117
Q9VLD6	FBgn0032105
Q9VLE5	FBgn0032096
Q9VLF6	FBgn0040964
Q9VLJ0	FBgn0032059
Q9VLJ6	FBgn0016122
Q9VLJ8	FBgn0032054
Q9VLJ9	FBgn0032053
Q9VLK2	FBgn0032050
Q9VLK4	FBgn0032048
Q9VLK8	FBgn0285971
Q9VLL0	FBgn0027780
Q9VLL3	FBgn0027932
Q9VLM5	FBgn0263852
Q9VLM6	FBgn0032034
Q9VLM8	FBgn0027094
Q9VLN1	FBgn0032030
Q9VLP3	FBgn0032020
Q9VLP4	FBgn0262598
Q9VLP7	FBgn0032016
Q9VLP9	FBgn0032014
Q9VLQ1	FBgn0261020
Q9VLR5	FBgn0015299
Q9VLR9	FBgn0031997
Q9VLS1	FBgn0031995
Q9VLS9	FBgn0031987
Q9VLT1	FBgn0031985
Q9VLT5	FBgn0011230
Q9VLT8	FBgn0031979
Q9VLU0	FBgn0031977
Q9VLU4	FBgn0031973
Q9VLU5	FBgn0031972
Q9VLU6	FBgn0031971
Q9VLV5	FBgn0261790
Q9VLV7	FBgn0031959
Q9VLW2	FBgn0031955
Q9VLZ7	FBgn0031925
Q9VM08	FBgn0045495
Q9VM09	FBgn0041247
Q9VM17	FBgn0031909
Q9VM21	FBgn0031905
Q9VM33	FBgn0263133
Q9VM35	FBgn0031896
Q9VM46	FBgn0266666
Q9VM51	FBgn0031881
Q9VM60	FBgn0031875
Q9VM64	FBgn0031872
Q9VM65	FBgn0031871
Q9VM71	FBgn0031868
Q9VM75	FBgn0086451
Q9VM90	FBgn0031855
Q9VM91	FBgn0031854
Q9VM92	FBgn0031853
Q9VM95	FBgn0031851
Q9VMA0	FBgn0031848
Q9VMA2	FBgn0263200
Q9VMA3	FBgn0000392
Q9VMA7	FBgn0286898
Q9VMC8	FBgn0031822
Q9VMC9	FBgn0287695
Q9VMD0	FBgn0031820
Q9VMD5	FBgn0031815
Q9VMD6	FBgn0031814
Q9VMD9	FBgn0011722
Q9VMG0	FBgn0031791
Q9VMH0	FBgn0261697
Q9VMH7	FBgn0031777
Q9VMJ7	FBgn0031759
Q9VMK1	FBgn0031757
Q9VML1	FBgn0015381
Q9VML9	FBgn0085410
Q9VMM6	FBgn0031737
Q9VMN5	FBgn0031728
Q9VMP9	FBgn0031717
Q9VMQ5	FBgn0031713
Q9VMQ7	FBgn0031711
Q9VMR8	FBgn0031701
Q9VMS7	FBgn0031695
Q9VMS8	FBgn0031694
Q9VMS9	FBgn0031693
Q9VMT5	FBgn0031689
Q9VMT6	FBgn0031688
Q9VMU4	FBgn0261608
Q9VMU5	FBgn0028572
Q9VMU8	FBgn0031676
Q9VMV6	FBgn0031670
Q9VMW7	FBgn0031663
Q9VMW8	FBgn0031662
Q9VMW9	FBgn0031661
Q9VMX0	FBgn0031660
Q9VMX1	FBgn0031659
Q9VMX6	FBgn0031655
Q9VMY1	FBgn0031651
Q9VMY9	FBgn0261436
Q9VN03	FBgn0037232
Q9VN12	FBgn0037238
Q9VN13	FBgn0037239
Q9VN14	FBgn0037240
Q9VN19	FBgn0086605
Q9VN25	FBgn0037249
Q9VN27	FBgn0037251
Q9VN41	FBgn0037263
Q9VN45	FBgn0037265
Q9VN50	FBgn0037270
Q9VN91	FBgn0087005
Q9VN93	FBgn0260462
Q9VN95	FBgn0037305
Q9VN97	FBgn0037307
Q9VNA0	FBgn0037310
Q9VNA4	FBgn0037313
Q9VNA5	FBgn0250746
Q9VNA8	FBgn0086695
Q9VNB3	FBgn0037322
Q9VNB5	FBgn0037324
Q9VND8	FBgn0041191
Q9VNE1	FBgn0037345
Q9VNE2	FBgn0250753
Q9VNE7	FBgn0044823
Q9VNE9	FBgn0037351
Q9VNG0	FBgn0037359
Q9VNG1	FBgn0037360
Q9VNH1	FBgn0037368
Q9VNH6	FBgn0266672
Q9VNI3	FBgn0037377
Q9VNJ5	FBgn0029088
Q9VNK9	FBgn0037399
Q9VNL3	FBgn0037402
Q9VNL4	FBgn0051559
Q9VNM1	FBgn0037408
Q9VNP5	FBgn0037205
Q9VNS0	FBgn0016034
Q9VNT5	FBgn0037170
Q9VNV3	FBgn0015075
