"protein1","protein2"
"P0A9Q1","P64445"
"P0A9Q1","P0AGJ5"
"P0A9Q1","P75898"
"P0A9Q1","P0AFH8"
"P0A9Q1","P0AFF2"
"P0A9Q1","P0AFE4"
"P0A9Q1","P30136"
"P0A9Q1","Q46839"
"P0A9Q1","P76038"
"P0A9Q1","P0AFX4"
"P0A9Q1","P76115"
"P0A9Q1","P07117"
"P0A9Q1","P0AGE9"
"P0A9Q1","P0AC41"
"P0A9Q1","P0AFD1"
"P0A9Q1","P0ADP2"
"P0A9Q1","P0ABN5"
"P0A9Q1","P29018"
"P0A9Q1","P0A698"
"P0A9Q1","P0A921"
"P0A9Q1","P0AFD4"
"P0A9Q1","P0A763"
"P0A9Q1","P0AEP9"
"P0A9Q1","P0AFE8"
"P0A9Q1","P31133"
"P0A9Q1","P23843"
"P0A9Q1","P63204"
"P0A9Q1","P76503"
"P0A9Q1","P52073"
"P0A9Q1","P33940"
"P0A9Q1","P0AGE0"
"P0A9Q1","P0AFQ5"
"P0A9Q1","P0AG30"
"P0A9Q1","P0A6M2"
"P0A9Q1","P75791"
"P0A9Q1","P0AEL3"
"P0A9Q1","P09030"
"P0A9Q1","P00393"
"P0A9Q1","P0AFG6"
"P0A9Q1","P0A915"
"P0A9Q1","P69054"
"P0A9Q1","P0AFG3"
"P0A9Q1","P75897"
"P0A9Q1","P0AEQ1"
"P0A9Q1","P0AA93"
"P0A9Q1","P33599"
"P0A9Q1","P09546"
"P0A9Q1","P00946"
"P0A9Q1","P37643"
"P0A9Q1","P0AD21"
"P0A9Q1","P0ACX0"
"P0A9Q1","P0AFE0"
"P0A9Q1","P0A9K1"
"P0A9Q1","P31979"
"P0A9Q1","P18133"
"P0A9Q1","P61889"
"P0A9Q1","P0AGE4"
"P0A9Q1","P07001"
"P0A9Q1","P0A6A8"
"P0A9Q1","P04825"
"P0A9Q1","P0AFC7"
"P0A9Q1","P77399"
"P0A9Q1","P09373"
"P0A9Q1","P0AFW2"
"P0A9Q1","P37330"
"P0A9Q1","P69451"
"P0A9Q1","P33231"
"P0A9Q1","P75892"
"P0A9Q1","P0AFC3"
"P0A9Q1","P0AFD6"
"P0A9Q1","P76621"
"P0A9Q1","P36683"
"P0A9Q1","P76116"
"P0A9Q1","P21151"
"P0A9Q1","P23847"
"P0A9Q1","P23886"
"P0A9Q1","P12282"
"P0A9Q1","P21177"
"P0A9Q1","P19932"
"P0A9Q1","P69739"
"P0A9Q1","P0ACD8"
"P0A9Q1","P0ABN9"
"P0A9Q1","P17444"
"P0A9Q1","P25553"
"P0A9Q1","P0AC33"
"P0A9Q1","P0ABI8"
"P0A9Q1","P12281"
"P0A9Q1","P0ABJ6"
"P0A9Q1","P17446"
"P0A9Q1","P0A6V5"
"P0A9Q1","P0ABC9"
"P0A9Q1","P0AEX3"
"P0A9Q1","P10384"
"P0A9Q1","P19931"
"P0A9Q1","P0AEA5"
"P0A9Q1","P17445"
"P0A9Q1","P0ABJ3"
"P0A9Q1","P0A6D0"
"P0A9Q1","P09551"
"P0A9Q1","P0A6F1"
"P0A9Q1","P0ABJ1"
"P0A9Q1","P08200"
"P0A9Q1","P0ABH7"
"P0A9Q1","P13445"
"P0A9Q1","P03959"
"P0A9Q1","P13035"
"P0A9Q1","P0A836"
"P0A9Q1","P33029"
"P0A9Q1","P69786"
"P0A9Q1","P27306"
"P0A9Q1","P33607"
"P0A9Q1","P0ACL5"
"P0A9Q1","P52074"
"P0A9Q1","P0A9P0"
"P0A9Q1","P0A6T5"
"P0A9Q1","P75895"
"P0A9Q1","Q47146"
"P0A9G4","P36649"
"P0A9G4","P0AFW2"
"P0A9G4","P0AFX4"
"P0A9G4","Q59385-1"
"P0A9G4","Q59385-2"
"P33358","P0AEA2"
"P33358","P0AE98"
"P33358","P52106"
"P33358","P0AG48"
"P33358","P0A7L8"
"P33358","P0A9W6"
"P33358","P42641"
"P33358","P0AE95"
"P33358","P23890"
"P33358","P0AA73"
"P0AEL8","P77249"
"P0AEL8","P0ABW5"
"P0AED5","P0AGC0"
"P0AED5","P45578"
"P0AED5","P77561"
"P0ACZ8","P77239"
"P0ACZ8","P76342"
"P0ACZ8","P38054"
"P0ACZ8","P77211"
"P0ACZ8","P76343"
"P0ACZ8","P77214"
"P0ACZ8","P77485"
"P0ACZ8","P76341"
"P76340","P77214"
"P76340","P38054"
"P76340","P77211"
"P76340","P77485"
"P76340","P77239"
"P76340","P76343"
"P76340","P76341"
"P76340","P0ACZ8"
"P76340","P76342"
"P24242","P24241"
"P24242","P0A9U3"
"P24242","P77743"
"P24242","P0A6Z3"
"P24242","P24240"
"P0ACJ0","P23721"
"P0ACJ0","P0AF93"
"P0ACJ0","P25526"
"P0ACJ0","P76692"
"P0ACJ0","P76621"
"P0ACJ0","P0AC28"
"P0ACJ0","P0AAC0"
"P0ACJ0","P0ADE2"
"P0ACJ0","P76027"
"P0ACJ0","P39263"
"P0ACJ0","P39282"
"P0ACJ0","P0AGB0"
"P0ACJ0","P15288"
"P0ACJ0","P33940"
"P0ACJ0","P37643"
"P0ACJ0","P0C0L2"
"P0ACJ0","C1P619"
"P0ACJ0","P0DP89"
"P0ACJ0","P0ACG1"
"P0ACJ0","P16095"
"P0ACJ0","P27248"
"P0ACJ0","P11667"
"P0ACJ0","P0AAD6"
"P0ACJ0","P75821"
"P0ACJ0","P0ADC3"
"P0ACJ0","P28721"
"P0ACJ0","P0A9T0"
"P0ACJ0","P37339"
"P0ACJ0","P0AAX3"
"P0ACJ0","P29012"
"P0ACJ0","P75835"
"P0ACJ0","P0AFH8"
"P0ACJ0","P77737"
"P0ACJ0","P36771"
"P0ACJ0","P0AB61"
"P0ACJ0","P64550"
"P0ACJ0","P68206"
"P0ACJ0","Q46939"
"P0ACJ0","P23827"
"P0ACJ0","P09831"
"P0ACJ0","P31697"
"P0ACJ0","P30130"
"P0ACJ0","P0A6D3"
"P0ACJ0","P08189"
"P0ACJ0","P08191"
"P0ACJ0","P0AFH6"
"P0ACJ0","P08997"
"P0ACJ0","P0A8N5"
"P0ACJ0","P0AAD2"
"P0ACJ0","P0A9H3"
"P0ACJ0","P06996"
"P0ACJ0","P04968"
"P0ACJ0","P00805"
"P0ACJ0","P0AC38"
"P0ACJ0","P0AAE8"
"P0ACJ0","P0ADG1"
"P0ACJ0","P05791"
"P0ACJ0","P0A6T9"
"P0ACJ0","P09832"
"P0ACJ0","P09053"
"P0ACJ0","P06136"
"P0ACJ0","P0AB80"
"P0ACJ0","P0AFH2"
"P0ACJ0","P04128"
"P0ACJ0","P00893"
"P0ACJ0","P22256"
"P0ACJ0","P23843"
"P0ACJ0","P08190"
"P0ACJ0","P0A817"
"P0ACJ0","P00894"
"P0ACJ0","P0AF48"
"P0ACJ0","P77304"
"P0ACJ0","P39264"
"P0ACJ0","P33348"
"P0ACJ0","P0AAE0"
"P0ACJ0","P0AD33"
"P0ACJ0","P33224"
"P0ACJ0","P0AD86"
"P0ACJ0","P39374"
"P0ACJ0","P0AD99"
"P0ACJ0","P25527"
"P0ACJ0","P25737"
"P0ACJ0","P33195"
"P0ACJ0","P76249"
"P0AEF4","P77231"
"P0AEF4","P61889"
"P0AEF4","P69330"
"P0AEF4","P0A6G5"
"P0AEF4","P75726"
"P0AEF4","P77390"
"P0AEF4","P77510"
"P0AEF4","P0A9I1"
"P0AEF4","P0AA78"
"P0AD01","P0A830"
"P0AD01","P0AC47"
"P0AD01","P0A8Q0"
"P0AD01","P14407"
"P0AD01","P0AEF4"
"P0AD01","P77510"
"P0AD01","P0ABN9"
"P0AD01","P00363"
"P0AD01","P0A8Q3"
"P27278","P10902"
"P0AF20","P37794"
"P0AF20","P17334"
"P0AF20","P17411"
"P0AF20","P17410"
"P0AF20","P0AF18"
"P0AF20","P69791"
"P0AF20","P69856"
"P0AF20","P69795"
"P0AF20","P0AEP1"
"P0AF20","P75734"
"P0AF20","P69801"
"P0AF20","P17169"
"P0AF20","P0AF24"
"P0AF20","P39371"
"P0AF20","P39370"
"P0AF20","P0ACC7"
"P0AF20","P0ADH5"
"P0AF20","P09323"
"P0AF20","P75733"
"P0AF20","P0A759"
"P21866","P03960"
"P21866","P0AFX4"
"P21866","P03959"
"P21866","P03961"
"P21866","P36937"
"P21866","P0AFW2"
"P52108","P36560"
"P52108","P0AEA2"
"P52108","P52106"
"P52108","P0AE95"
"P52108","P0AE98"
"P38684","P33226"
"P38684","P33225"
"P38684","P0A853"
"P38684","P0AD89"
"P38684","P23173"
"P38684","P13445"
"P38684","P36662"
"P76086","P76080"
"P76086","P77467"
"P76086","P76079"
"P76086","P76081"
"P76086","P77455"
"P76086","P76083"
"P76086","P76077"
"P76086","P76078"
"P76086","P76085"
"P76086","P76084"
"P76086","P76082"
"P76086","P77181"
"P76086","P0C7L2"
"P0A9G8","P16429"
"P0A9G8","P0AAL0"
"P0A9G8","P33934"
"P0A9G8","P18776"
"P0A9G8","P0AEZ9"
"P0A9G8","P0AF28"
"P0A9G8","P0ABL8"
"P0A9G8","P30745"
"P0A9G8","P69490"
"P0A9G8","P07650"
"P0A9G8","P30749"
"P0A9G8","P0AAK1"
"P0A9G8","P0AEV7"
"P0A9G8","P0A6K6"
"P0A9G8","P0ABM5"
"P0A9G8","P16431"
"P0A9G8","P0AFA2"
"P0A9G8","P0ABM1"
"P0A9G8","P16432"
"P0A9G8","P18777"
"P0A9G8","P37329"
"P0A9G8","P0AA86"
"P0A9G8","P30748"
"P0A9G8","P0AAL3"
"P0A9G8","P33927"
"P0A9G8","P0ABM9"
"P0A9G8","P0ABL3"
"P0A9G8","P18775"
"P0A9G8","P0AEV9"
"P0A9G8","P0A738"
"P0A9G8","P09833"
"P0A9G8","P0A9I5"
"P0A9G8","P16430"
"P0A9G8","P16433"
"P0A9G8","P0ABL5"
"P0A9G8","P0ABP8"
"P0A9G8","P0A6L0"
"P0A9G8","P33937"
"P0A9G8","P0AEV4"
"P0A9G8","P0AF01"
"P0A9G8","P33931"
"P0ACU0","P0AFQ2"
"P0ACU0","P0A9U1"
"P0ACU0","P25888"
"P0ACU0","P0AFP9"
"P0ACU0","P75777"
"P0A8S1","P69924"
"P0A8S1","P00370"
"P0A8S1","P11667"
"P0A8S1","P04036"
"P0A8S1","P25737"
"P0A8S1","P0ABW3"
"P0A8S1","P00861"
"P0A8S1","P08660"
"P0A8S1","P00452"
"P0A8S1","P03004"
"P0A8S1","P0A988"
"P0A8S1","P0A9D8"
"P0A8S1","P0A7H0"
"P0A8S1","P0A9Q9"
"P27245","P0ACH5"
"P27245","P31121"
"P0ACS2","P00448"
"P0ACS2","P00888"
"P0ACS2","P64610"
"P0ACS2","P32700"
"P0ACS2","P05042"
"P0ACS2","P0A9E2"
"P0ACS2","P07023"
"P67430","P0AC81"
"P67430","P77258"
"P0ACU2","P0A6F1"
"P0ACU2","P0AEL6"
"P0ACU2","P75895"
"P0ACU2","P75897"
"P0ACU2","P75893"
"P0ACU2","P63201"
"P0ACU2","P75894"
"P0ACU2","P00968"
"P0ACU2","P0AFQ5"
"P0ACU2","P75892"
"P0ACU2","P37639"
"P0ACU2","P75898"
"P0ACU2","P0AC81"
"P0ACU2","P67430"
"P0ACU2","P77258"
"P37309","P0AB96"
"P37309","P0AB93"
"P0A881","P00909"
"P0A881","P0AE28"
"P0A881","P00887"
"P0A881","P0A877"
"P0A881","P0AD92"
"P0A881","P0AAN5"
"P0A881","P00904"
"P0A881","P0AAD2"
"P0A881","P0A6E1"
"P0A881","P00895"
"P0A881","P0A879"
"P52106","P0AEM4"
"P52106","P0AEM6"
"P52106","P0AE95"
"P52106","P25798"
"P52106","P0AEA2"
"P52106","P0ABZ1"
"P52106","P52614"
"P52106","P52612"
"P52106","P0AAP1"
"P52106","P0AB14"
"P52106","P0AE98"
"P52106","P31068"
"P52106","P0A8X4"
"P52106","P52627"
"P52106","P04846"
"P52106","P0A8T5"
"P52106","P52613"
"P52106","P28307"
"P52106","P0A8G6"
"P52106","P63417"
"P52106","P64599"
"P52106","P0ABK7"
"P52106","P43533"
"P52106","P0AEM9"
"P52106","P52107"
"P52627","P0AFV2"
"P52627","P0AES9"
"P52627","P77334"
"P52627","P63235"
"P52627","P0AEA2"
"P52627","P0AFH8"
"P52627","P37636"
"P52627","P33358"
"P52627","P0AE95"
"P52627","P52106"
"P52627","P0ABY7"
"P52627","P37637"
"P52627","P63204"
"P52627","P69910"
"P52627","P0A8S9"
"P52627","P0AET2"
"P52627","P0AE98"
"P52627","P68206"
"P50456","P06993"
"P50456","P69805"
"P50456","P69786"
"P50456","P08839"
"P50456","P0A6E9"
"P50456","P0AA04"
"P50456","P69783"
"P50456","P69797"
"P31802","P08201"
"P31802","P0AEK7"
"P31802","P0AA86"
"P31802","P0ABM5"
"P31802","P0AAK7"
"P31802","P0ABL3"
"P31802","P69490"
"P31802","P33937"
"P31802","P0ABK9"
"P31802","P76192"
"P31802","P0AEA8"
"P31802","P0ABM1"
"P31802","P0AAJ3"
"P31802","P0ABL8"
"P31802","P32711"
"P31802","P77147"
"P31802","P24183"
"P31802","P77564"
"P31802","P0A9I8"
"P31802","P0AAL3"
"P31802","P33934"
"P31802","P32709"
"P31802","P77409"
"P31802","P0ABL1"
"P31802","P77561"
"P31802","P77375"
"P31802","P0ABM9"
"P31802","P33931"
"P31802","P0AAL6"
"P31802","P0A9I5"
"P31802","P32712"
"P31802","P0AC26"
"P31802","P32710"
"P31802","P0ABL5"
"P31802","P0AAL0"
"P31802","P33927"
"P30843","P30845"
"P30843","P0ABN1"
"P30843","P0ACE3"
"P30843","P0AAR0"
"P30843","P0ADH5"
"P30843","Q47377"
"P30843","P09546"
"P30843","P40719"
"P30843","P0AE98"
"P30843","P76472"
"P30843","P76473"
"P30843","P52106"
"P30843","P77690"
"P30843","P64610"
"P30843","P76474"
"P30843","P77757"
"P30843","P77398"
"P30843","P0A986"
"P30843","P0AE95"
"P30843","P52076"
"P30843","P0AEA2"
"P75989","P75994"
"P75989","P75991"
"P75989","P75993"
"P75989","P75992"
"P64530","P76425"
"P64530","P64534"
"P0AF28","P64496"
"P0AF28","P33927"
"P0AF28","P64488"
"P0AF28","P0AAL0"
"P0AF28","P0AAL3"
"P0AF28","P32710"
"P0AF28","P33937"
"P0AF28","P0AAK7"
"P0AF28","P0ABL3"
"P0AF28","P77374"
"P0AF28","P76173"
"P0AF28","P77561"
"P0AF28","P75824"
"P0AF28","P77783"
"P0AF28","P0ABL1"
"P0AF28","P32712"
"P0AF28","P18777"
"P0AF28","P0AEK7"
"P0AF28","P11350"
"P0AF28","P0AC47"
"P0AF28","P0ABN5"
"P0AF28","P0AAJ3"
"P0AF28","P0AEA8"
"P0AF28","P0A9I8"
"P0AF28","P07658"
"P0AF28","P08201"
"P0AF28","P0AFH0"
"P0AF28","P0AC38"
"P0AF28","P09152"
"P0AF28","P10903"
"P0AF28","P09373"
"P0AF28","P0A915"
"P0AF28","P24183"
"P0AF28","P11349"
"P0AF28","P0AC26"
"P0AF28","P0AF26"
"P0AF28","P0A8Q0"
"P0AF28","P00363"
"P0AF28","P07003"
"P0AF28","P18776"
"P0AF28","P0A8Q3"
"P0AF28","P18775"
"P0AF28","P69490"
"P0AF28","P0AEC8"
"P0AF28","P0AA86"
"P0AF28","P0ABL8"
"P0AF28","P76192"
"P0AF28","P0A9I5"
"P0AF28","P75825"
"P0AF28","P0AAJ1"
"P0AF28","P0ABK9"
"P0AF28","P0AD01"
"P0AF28","P0AC23"
"P0AF28","P0ABL5"
"P0AF28","P32711"
"P0AF28","P0ABM5"
"P0AF28","P69853"
"P0AF28","P0ABM9"
"P0AF28","P33931"
"P0AF28","P33934"
"P0AF28","P0ABM1"
"P0AF28","P77409"
"P0AF28","P0AAL6"
"P0AF28","P32709"
"P0A9F3","P0ABK5"
"P0A9F3","P23845"
"P0A9F3","P21156"
"P0A9F3","P16676"
"P0A9F3","P16703"
"P0A9F3","P0A6J1"
"P0A9F3","P37610"
"P0A9F3","Q47539"
"P0A9F3","P16700"
"P0A9F3","P0AAI1"
"P0A9F3","Q47538"
"P0A9F3","Q47537"
"P0A9F3","Q47083"
"P0A9F3","P75851"
"P0A9F3","P80644"
"P0A9F3","P0AEB0"
"P0A9F3","P16701"
"P0A9F3","P52644"
"P0A9F3","P80645"
"P0A9F3","P75853"
"P0A6D0","P22524"
"P0A6D0","P45468"
"P0A6D0","P39263"
"P0A6D0","P0AE37"
"P0A6D0","P76215"
"P0A6D0","P52094"
"P0A6D0","P31658"
"P0A6D0","P0AAE5"
"P0A6D0","P0AEU0"
"P0A6D0","P75826"
"P0A6D0","P76216"
"P0A6D0","P77581"
"P0A6D0","P77601"
"P0A6D0","P63746"
"P0A6D0","P76217"
"P0A6D0","P0ADW6"
"P0A6D0","P37906"
"P0A6D0","P0AE30"
"P0A6D0","P60995"
"P0A6D0","P0A9A6"
"P0A6D0","P06999"
"P0A6D0","P24178"
"P0A6D0","P09831"
"P0A6D0","P0ADZ4"
"P0A6D0","P0ABT2"
"P0A6D0","P28721"
"P0A6D0","P0A7G2"
"P0A6D0","P0A6C8"
"P0A6D0","P09832"
"P0A6D0","P0AD83"
"P0A6D0","P0A705"
"P0A6D0","P0AC75"
"P0A6D0","P0A8A8"
"P0A6D0","P15993"
"P0A6D0","P0A6F1"
"P0A6D0","P31133"
"P0A6D0","P0A705-3"
"P0A6D0","P30860"
"P0A6D0","P0AE34"
"P0A6D0","P11446"
"P0A6D0","P18335"
"P0A6D0","P0ACG1"
"P0A6D0","P08506"
"P0A6D0","P0A6E4"
"P0A6D0","P04391"
"P0A6D0","P0A705-2"
"P0A6D0","P60340"
"P0A6D0","P0AAF6"
"P0A6D0","P06960"
"P0A6D0","P30859"
"P0A6D0","P21345"
"P0A6D0","P23908"
"P0A6D0","P00968"
"P0A6D0","P08550"
"P0A6D0","P0A6C5"
"P0A6D0","P0AFF6"
"P0A6D0","P31679"
"P0A6D0","P0ACJ0"
"P0A6D0","P05055"
"P0A6D0","P11447"
"P0A6D0","P0AEU3"
"P0A6D0","P0A6D7"
"P0A6D0","P07109"
"P37344","P32696"
"P37344","P0AFM6"
"P37344","P0AFV8"
"P37344","P0AFM9"
"P37344","P0AFN2"
"P37344","P23857"
"P24255","P64508"
"P24255","P10384"
"P24255","P0AB83"
"P24255","P0AD33"
"P24255","P05523"
"P07604","P0ABQ4"
"P07604","P0AE28"
"P07604","P0AB91"
"P07604","P00888"
"P07604","P0AAD4"
"P07604","P04693"
"P07604","P0AAN5"
"P07604","P0AAD2"
"P07604","P07023"
"P07604","P0A6E1"
"P07604","P15993"
"P77333","P76049"
"P77333","P0A8R7"
"P77333","P07604"
"P77333","Q2EER5"
"P77333","P0ACV6"
"P77333","P0CD93"
"P77333","P77348"
"P77333","P76046"
"P77333","P51981"
"Q47129","P46883"
"Q47129","P80668"
"P76114","P21363"
"P76114","P0AAX6"
"P76114","P0AFW2"
"P76114","P0AFX4"
"P76114","P21361"
"P76114","P21362"
"P0ACT2","P31224"
"P0ACT2","P0AE06"
"P0A8U6","P0A6T5"
"P0A8U6","P0A9F9"
"P0A8U6","P06721"
"P0A8U6","P00562"
"P0A8U6","P30750"
"P0A8U6","P25747"
"P0A8U6","P07623"
"P0A8U6","P00935"
"P0A8U6","P25665"
"P0A8U6","P31547"
"P0ACP7","P0A6F1"
"P0ACP7","P04079"
"P0ACP7","P08550"
"P0ACP7","P08178"
"P0ACP7","P0ADG7"
"P0ACP7","P15254"
"P0ACP7","P08179"
"P0ACP7","P00968"
"P0ACP7","P0AG16"
"P0ACP7","P0A717"
"P0ACP7","P09029"
"P0ACP7","P0A825"
"P0ACP7","P0AG18"
"P0ACP7","P0A9Z1"
"P0ACP7","P0A7D4"
"P0ACP7","P0A7D7"
"P0ACP7","P15639"
"P0ACP7","P15640"
"P0ACP7","P05020"
"P0ACP7","P21170"
"P0ACP7","P25524"
"P0ACP7","P60651"
"P0ACP7","P33221"
"P0ACP7","P0AA82"
"P0ACP7","P25746"
"P0ACP7","P0AB89"
"P0ACP7","P0AG03"
"P0ACP7","P0A7E1"
"P0ACQ0","P0AGI1"
"P0ACQ0","P0A9J6"
"P0ACQ0","P0A8F4"
"P0ACQ0","P15639"
"P0ACQ0","P22333"
"P0ACQ0","P15640"
"P0ACQ0","P04983"
"P0ACQ0","P28248"
"P0ACQ0","P04982"
"P0ACQ0","P02925"
"P09378","P09377"
"P45544","P45541"
"P45544","P45539"
"P45544","P0AC00"
"P45544","P45543"
"P76268","P0A955"
"P0ACZ4","P37636"
"P0ACZ4","P37637"
"P0ACZ4","P77561"
"P0ACZ4","P69902"
"P0ACZ4","P76406"
"P0ACZ4","P0DSF9"
"P0ACZ4","P76135"
"P0ACZ4","P76520"
"P0ACZ4","P76136"
"P0ACZ4","P0AFI0"
"P0ACZ4","P30855"
"P0ACZ4","P52599"
"P0ACZ4","P76518"
"P0ACZ4","P52600"
"P0ACZ4","P0AA49"
"P0ACZ4","P63204"
"P0A6R3","P0ABT2"
"P0A6R3","P45424"
"P0A6R3","P0AFE4"
"P0A6R3","P0AC26"
"P0A6R3","P0A9I8"
"P0A6R3","P00393"
"P0A6R3","P32710"
"P0A6R3","P0AAK7"
"P0A6R3","P09424"
"P0A6R3","P0AFF0"
"P0A6R3","P32709"
"P0A6R3","P27245"
"P0A6R3","P0AF10"
"P0A6R3","P0ACF4"
"P0A6R3","P0AF54"
"P0A6R3","P0A7F9"
"P0A6R3","P41036"
"P0A6R3","P33599"
"P0A6R3","P0AFH0"
"P0A6R3","P77335"
"P0A6R3","P33607"
"P0A6R3","P45425"
"P0A6R3","P0ACL5"
"P0A6R3","P0A7H0"
"P0A6R3","P0AFE0"
"P0A6R3","P0ABT5"
"P0A6R3","P27550"
"P0A6R3","P0AFC3"
"P0A6R3","P0AE70"
"P0A6R3","P02338"
"P0A6R3","P69924"
"P0A6R3","P0AES6"
"P0A6R3","P02916"
"P0A6R3","P0AFD1"
"P0A6R3","P0AEX9"
"P0A6R3","P33602"
"P0A6R3","P0ABL1"
"P0A6R3","P39264"
"P0A6R3","P32705"
"P0A6R3","P64488"
"P0A6R3","P0A9P0"
"P0A6R3","P0C0L7"
"P0A6R3","P0AFC7"
"P0A6R3","P0AFD6"
"P0A6R3","P08201"
"P0A6R3","P0AES4"
"P0A6R3","P32712"
"P0A6R3","P0ABK9"
"P0A6R3","P00550"
"P0A6R3","P31121"
"P0A6R3","P06612"
"P0A6R3","P0AEY3"
"P0A6R3","P64496"
"P0A6R3","P36659"
"P0A6R3","P0ADB1"
"P0A6R3","P08191"
"P0A6R3","P0AFB8"
"P0A6R3","P21151"
"P0A6R3","P0AFB5"
"P0A6R3","P08190"
"P0A6R3","P11988"
"P0A6R3","P11989"
"P0A6R3","P0A9X9"
"P0A6R3","P31697"
"P0A6R3","P08722"
"P0A6R3","P21177"
"P0A6R3","P0A988"
"P0A6R3","P03004"
"P0A6R3","P30130"
"P0A6R3","P0ACJ8"
"P0A6R3","P04079"
"P0A6R3","P08189"
"P0A6R3","P0A9C5"
"P0A6R3","P04805"
"P0A6R3","P0AEA8"
"P0A6R3","P04128"
"P0A6R3","P0A9Q7"
"P0A6R3","P0A996"
"P0A6R3","P37685"
"P0A6R3","P00452"
"P0A6R3","P0ACF8"
"P0A6R3","P0AC28"
"P0A6R3","P0A6L4"
"P0A6R3","P63264"
"P0A6R3","P0ACH5"
"P0A6R3","P31979"
"P0A6R3","P0ADG7"
"P0A6R3","P68183"
"P0A6R3","P0AE72"
"P0A6R3","P69786"
"P0A6R3","P0CE48"
"P0A6R3","P68066"
"P0A6R3","P0AFD4"
"P0A6R3","P0ACF0"
"P0A6R3","P0AFE8"
"P0A6R3","P32711"
"P0A6R3","P0A761"
"P25748","P0AEP1"
"P25748","P0A6T3"
"P25748","P09147"
"P25748","P09148"
"P25748","P0A9C3"
"P03024","P0AEP1"
"P03024","P09147"
"P03024","P09148"
"P03024","P0A6T3"
"P03024","P0A9C3"
"P23890","P0AAE8"
"P23890","P0A9H3"
"P06134","P33224"
"P06134","P04395"
"P06134","P05050"
"P63204","P09831"
"P63204","P0AET5"
"P63204","P0AF48"
"P63204","P09832"
"P63204","P0AFV2"
"P63204","P37636"
"P63204","P63201"
"P63204","P0DMC9"
"P63204","P0AF50"
"P63204","P28721"
"P63204","P0AES9"
"P63204","P37639"
"P63204","P37637"
"P63204","P69910"
"P63204","P0AET2"
"P63204","P37630"
"P63204","P63235"
"Q06065","P76460"
"Q06065","P76459"
"Q06065","P76461"
"Q06065","P76458"
"P0AFU4","P46187"
"P0AFU4","P0AGB6"
"P0AFU4","P0AFX9"
"P0AFU4","P0AFX7"
"P0AFU4","P0DPC7"
"P06709","P12995"
"P06709","P13000"
"P06709","P12996"
"P06709","P12999"
"P06709","P12998"
"P36771","P0A8S9"
"P36771","P10151"
"P36771","P0ABY7"
"P36771","P0ADH7"
"P19323","P24192"
"P19323","P30131"
"P19323","P24193"
"P19323","P0AEV7"
"P19323","P07658"
"P19323","P16433"
"P19323","P0AEV4"
"P19323","P0AAK1"
"P19323","P16430"
"P19323","P0A700"
"P19323","P0AEV9"
"P19323","P0AAK4"
"P19323","P16431"
"P19323","P16432"
"P19323","P0AAM3"
"P19323","P16429"
"P19323","P0AAN3"
"P0AE39","P37662"
"P0A9F6","P33195"
"P0A9F6","P0A6T9"
"P0A9F6","P27248"
"P0A9W0","P39300"
"P0A9W0","P39304"
"P0A9W0","P69822"
"P0A9W0","P39306"
"P0A9W0","P39305"
"P0A9W0","P39301"
"P0A9W0","P69820"
"P0AGK8","P33934"
"P0AGK8","P0AAL3"
"P0AGK8","P19931"
"P0AGK8","P0A9I5"
"P0AGK8","P19932"
"P0AGK8","P0ACD8"
"P0AGK8","P0AAL0"
"P0AGK8","P19930"
"P0AGK8","P0AAC8"
"P0AGK8","P0ACC3"
"P0AGK8","P77667"
"P0AGK8","P0ABL5"
"P0AGK8","P69739"
"P0AGK8","P0AAM1"
"P0AGK8","P76194"
"P0AGK8","P33937"
"P0AGK8","P38683"
"P0AGK8","P0ABL3"
"P0AGK8","P77444"
"P0AGK8","P0A6B7"
"P0AGK8","P77499"
"P0AGK8","P77649"
"P0AGK8","P52129"
"P0AGK8","P77522"
"P0AGK8","P0ACD4"
"P0AGK8","P52130"
"P0AGK8","P77689"
"P0AGK8","P63020"
"P0ACN7","P0A6L0"
"P0ACN7","P07650"
"P0ACN7","P0AFF4"
"P0ACN7","P0A927"
"P0ACN7","P0ABP8"
"P0ACN7","P12758"
"P0ACN7","P0AGB3"
"P0ACN7","P0ABF6"
"P0ACN7","P0AFL3"
"P0ACN7","P0A6K6"
"P37013","P37596"
